Gene	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	contrast	abs_fc
MAP7D3	Q8IWC1	-0.612295074171762	25.7571170623447	-4.23538898080549	0.000716478036147997	0.00500907635773158	-0.957051253996911	RMND5A_control-RMND5A_knockout	0.612295074171762
OPTN	Q96CV9	-1.00135183681543	25.1810429625756	-4.23400770543666	0.000718479301117332	0.00501907479985621	-0.959862171704698	RMND5A_control-RMND5A_knockout	1.00135183681543
CKS2	P33552	-0.595974837812292	27.5280209250797	-4.22098302632188	0.000737632765047937	0.00509736572306662	-0.986372110206198	RMND5A_control-RMND5A_knockout	0.595974837812292
MORF4L2	Q15014	-0.623615644462497	27.9063746221054	-4.2062687353755	0.000759898241392557	0.00522534095880892	-1.01633061671331	RMND5A_control-RMND5A_knockout	0.623615644462497
STUB1	Q9UNE7	0.778125390174761	27.2521914628894	4.16795063371146	0.000821151124548161	0.00556770124023819	-1.09439223870917	RMND5A_control-RMND5A_knockout	0.778125390174761
G6PD	P11413	0.59721809811273	30.6808758604331	4.16698606739502	0.00082275631986391	0.00557040257239141	-1.09635806331834	RMND5A_control-RMND5A_knockout	0.59721809811273
PHLDB2	Q86SQ0	-5.63252779550671	23.4296389922718	-4.15289249960917	0.000846578159498137	0.00568352090578276	-1.12508565125289	RMND5A_control-RMND5A_knockout	5.63252779550671
ITGA11	Q9UKX5	1.04668094260662	27.1240166593666	4.12695072106782	0.000892278911105618	0.00589574967729035	-1.17798444201314	RMND5A_control-RMND5A_knockout	1.04668094260662
OSTF1	Q92882	-0.685835200517392	26.1570790412647	-4.07723590582416	0.000987001145269313	0.00637776916516671	-1.27942734853995	RMND5A_control-RMND5A_knockout	0.685835200517392
MKLN1	Q9UL63	-3.58463914328745	23.7357275602521	-4.04867808631736	0.00104597456813283	0.00666998709301521	-1.33773523793576	RMND5A_control-RMND5A_knockout	3.58463914328745
ALG5	Q9Y673	4.70596148620299	24.0279582099901	4.02513650265579	0.0010972742321341	0.00691243437418959	-1.38581839867613	RMND5A_control-RMND5A_knockout	4.70596148620299
TP53I3	Q53FA7	0.928234671807779	26.1267044772084	3.99071343591839	0.00117692371877176	0.00731457258880211	-1.45615117858412	RMND5A_control-RMND5A_knockout	0.928234671807779
CLNS1A	P54105	-0.757197518396687	27.7454513646074	-3.97738787391471	0.00120931050306262	0.00746307633491175	-1.48338465559166	RMND5A_control-RMND5A_knockout	0.757197518396687
SLC1A4	P43007	0.598237271537361	26.2269606562433	3.95279535065282	0.00127147416995231	0.0077703164155361	-1.53365307132045	RMND5A_control-RMND5A_knockout	0.598237271537361
AHNAK2	Q8IVF2	0.876690861809273	29.412710883908	3.95226342730381	0.00127285395975273	0.0077733430148068	-1.53474046341562	RMND5A_control-RMND5A_knockout	0.876690861809273
TLE3	Q04726	-0.597685316870784	27.2270133250213	-3.94799811637638	0.00128397305110679	0.00780344302463789	-1.54346004733442	RMND5A_control-RMND5A_knockout	0.597685316870784
CUSTOS	Q96C57	-5.74350233928131	22.4877096766822	-3.93532347156899	0.00131759860774524	0.00796358773374493	-1.56937244313746	RMND5A_control-RMND5A_knockout	5.74350233928131
PML	P29590	-0.678573398619555	26.6982702484861	-3.9257551496167	0.00134357321469526	0.0080729959931691	-1.58893564253302	RMND5A_control-RMND5A_knockout	0.678573398619555
ICAM1	P05362	-4.70237281880059	22.3963641844204	-3.92227122160337	0.00135315917375627	0.00808949851630618	-1.59605909744679	RMND5A_control-RMND5A_knockout	4.70237281880059
ROBO1	Q9Y6N7	4.16091940620492	21.4013671723062	3.92104250844921	0.00135655645643097	0.00809878949668165	-1.59857143496358	RMND5A_control-RMND5A_knockout	4.16091940620492
CDC42EP1	Q00587	-4.27537073928412	23.5048659511535	-3.8808657426937	0.00147253276840783	0.00868497850252884	-1.68072872183697	RMND5A_control-RMND5A_knockout	4.27537073928412
MID1	O15344	-0.737364484148237	25.7157248828638	-3.87338552106912	0.00149520967060815	0.00878923249853139	-1.69602636977557	RMND5A_control-RMND5A_knockout	0.737364484148237
ANPEP	P15144	-1.32105363117187	26.8690817501446	-3.87128354368845	0.00150164536269747	0.00881271427511687	-1.70032513561363	RMND5A_control-RMND5A_knockout	1.32105363117187
PDE3A	Q14432	1.05577882424528	28.596304851788	3.85334992260271	0.00155770557228708	0.00905964035027061	-1.7370020384834	RMND5A_control-RMND5A_knockout	1.05577882424528
SLC27A2	O14975	-0.639618542761184	25.9340810649987	-3.83684444251804	0.00161117090477105	0.00930898744978826	-1.77075889043974	RMND5A_control-RMND5A_knockout	0.639618542761184
AUP1	Q9Y679	0.933468380458606	27.3875829442234	3.83457229964607	0.00161867483799326	0.00933393338338897	-1.77540587206245	RMND5A_control-RMND5A_knockout	0.933468380458606
MTCH1	Q9NZJ7	0.784738270867958	27.8787184093317	3.81811006798992	0.00167410839993484	0.00959234554918471	-1.80907425421106	RMND5A_control-RMND5A_knockout	0.784738270867958
PDE4D	Q08499	1.6397578058319	25.8641051524063	3.81667594021357	0.00167902749179555	0.00961256911915264	-1.81200729336496	RMND5A_control-RMND5A_knockout	1.6397578058319
COA6	Q5JTJ3	0.79171834026652	27.5283066185942	3.81471986807395	0.00168576041928247	0.00963229035413157	-1.81600778964362	RMND5A_control-RMND5A_knockout	0.79171834026652
FNDC3A	Q9Y2H6	0.779666192524601	25.4635206164417	3.80653700537762	0.00171422340587606	0.00976951704983064	-1.8327429796583	RMND5A_control-RMND5A_knockout	0.779666192524601
STX7	O15400	-0.631845374713112	26.960796228946	-3.79836777469703	0.00174312331033832	0.00990851723884421	-1.84945000652196	RMND5A_control-RMND5A_knockout	0.631845374713112
COG6	Q9Y2V7	3.02660529117035	23.1389933693834	3.79349419519332	0.00176059819720498	0.00996781016354209	-1.8594168757513	RMND5A_control-RMND5A_knockout	3.02660529117035
ITGB4	P16144	-3.68409069814268	22.7017253105211	-3.78945332977067	0.00177522136090438	0.0100131105527679	-1.86768066646937	RMND5A_control-RMND5A_knockout	3.68409069814268
FADS2	O95864	4.61002037021936	24.18146631959	3.78711485712447	0.0017837398326219	0.0100419639007567	-1.87246292121679	RMND5A_control-RMND5A_knockout	4.61002037021936
APP	P05067	-0.725979350546851	26.5230820541568	-3.77543482912864	0.00182690914876884	0.0102390801016458	-1.89634835121999	RMND5A_control-RMND5A_knockout	0.725979350546851
DMD	P11532	-1.06629346851055	25.6858163967122	-3.76435794470895	0.00186882333173331	0.0104406989442291	-1.9189992570446	RMND5A_control-RMND5A_knockout	1.06629346851055
CYTH3	O43739	4.18698748484796	23.1166455082977	3.75757039413425	0.00189498511849481	0.010560005847389	-1.93287836573747	RMND5A_control-RMND5A_knockout	4.18698748484796
NFKB1	P19838	-0.733888380628457	26.171920684639	-3.74515352175642	0.00194380451285345	0.010757023966597	-1.95826684631212	RMND5A_control-RMND5A_knockout	0.733888380628457
ATP2B4	P23634	0.683475265236932	25.3301301864899	3.7388760852549	0.00196896630662277	0.0108416515680457	-1.97110140383878	RMND5A_control-RMND5A_knockout	0.683475265236932
AFAP1	Q8N556	-0.675152757754486	26.5596776269583	-3.70108294712707	0.00212754682630421	0.01151285807239	-2.04835824031649	RMND5A_control-RMND5A_knockout	0.675152757754486
AARSD1	Q9BTE6	0.638300313941986	27.5404049823374	3.69003666430793	0.00217628366644281	0.0117045170506117	-2.07093401434682	RMND5A_control-RMND5A_knockout	0.638300313941986
OVCA2	Q8WZ82	0.769823134389458	26.3289686234594	3.6761472545239	0.00223916352645825	0.0119694459066393	-2.09931659016921	RMND5A_control-RMND5A_knockout	0.769823134389458
POLRMT	O00411	0.667895005241604	25.8030535346971	3.6747700491886	0.00224549721087277	0.0119960057684802	-2.10213061966962	RMND5A_control-RMND5A_knockout	0.667895005241604
HOOK3	Q86VS8	-0.738392044073294	25.7974586821018	-3.67283202208332	0.0022544406376273	0.0120116114677884	-2.10609049220745	RMND5A_control-RMND5A_knockout	0.738392044073294
TXNRD1	Q16881	0.675016636926674	31.4210857442064	3.67268577713586	0.00225511696827483	0.0120116114677884	-2.1063893033511	RMND5A_control-RMND5A_knockout	0.675016636926674
TKFC	Q3LXA3	0.653738219370723	25.6784376872601	3.6650056224429	0.00229092340543006	0.0121720888070855	-2.12208082353695	RMND5A_control-RMND5A_knockout	0.653738219370723
PTRHD1	Q6GMV3	0.724347062235015	26.4843598435326	3.63990770853227	0.00241197316541515	0.0127150446546203	-2.17334796404932	RMND5A_control-RMND5A_knockout	0.724347062235015
FOLR1	P15328	4.32863579248388	25.7835397381132	3.62959931423281	0.002463536664262	0.0129251105704683	-2.1943994412785	RMND5A_control-RMND5A_knockout	4.32863579248388
PCK2	Q16822	-0.909444666868662	25.9453655088118	-3.62056313365852	0.00250964721870675	0.0130952313103937	-2.21285007893759	RMND5A_control-RMND5A_knockout	0.909444666868662
EPHA2	P29317	-0.945772382239017	27.0242098641871	-3.62032712819315	0.00251086308124869	0.0130952313103937	-2.21333193383498	RMND5A_control-RMND5A_knockout	0.945772382239017
KIAA1671	Q9BY89	-2.61159227191979	22.8935902172348	-3.61580604391533	0.00253426962196243	0.0131704088928479	-2.22256232018848	RMND5A_control-RMND5A_knockout	2.61159227191979
RAB3B	P20337	-0.746532519655567	26.3982218018521	-3.60148251850552	0.00260988288851064	0.0134598889813565	-2.25180101304516	RMND5A_control-RMND5A_knockout	0.746532519655567
NFKB2	Q00653	-0.957849583135484	26.1200749670176	-3.5920087526337	0.00266113562273061	0.0136840607680261	-2.27113579136499	RMND5A_control-RMND5A_knockout	0.957849583135484
FLAD1	Q8NFF5	0.974333570312769	25.3760750291049	3.58158705175683	0.00271868498259563	0.0139364860671864	-2.29240124085996	RMND5A_control-RMND5A_knockout	0.974333570312769
SETX	Q7Z333	-1.21921558299236	25.8223931115624	-3.56859357991535	0.0027921889624147	0.0142661375591281	-2.31890830590819	RMND5A_control-RMND5A_knockout	1.21921558299236
AVEN	Q9NQS1	-0.659046783467584	25.7832445534054	-3.56194022271983	0.00283059571460471	0.0144204493564906	-2.33247862748929	RMND5A_control-RMND5A_knockout	0.659046783467584
UBXN4	Q92575	1.05827042955996	26.9889493648751	3.55817584798487	0.00285256003091559	0.0145071166387073	-2.34015567876629	RMND5A_control-RMND5A_knockout	1.05827042955996
CALD1	Q05682	-0.590780115979022	31.4347907223853	-3.55753602011368	0.00285631025310751	0.0145146552425748	-2.34146047974741	RMND5A_control-RMND5A_knockout	0.590780115979022
ITPR1	Q14643	0.788958868582188	26.0244152119577	3.55545387378248	0.0028685486042301	0.0145483517904481	-2.34570647600271	RMND5A_control-RMND5A_knockout	0.788958868582188
ZNF428	Q96B54	-0.987130390248595	25.8794733011052	-3.54499663764569	0.00293081371818972	0.0147928037259735	-2.36702835403973	RMND5A_control-RMND5A_knockout	0.987130390248595
ACKR3	P25106	4.01218415527918	23.2968634275687	3.49872997438458	0.00322296533416161	0.0159760411641111	-2.46130086919547	RMND5A_control-RMND5A_knockout	4.01218415527918
VMP1	Q96GC9	0.777810104711737	26.8264711599654	3.49681701171286	0.00323565378568625	0.0160196763203441	-2.46519631922725	RMND5A_control-RMND5A_knockout	0.777810104711737
COL1A1	P02452	-0.954909695683206	27.2245734981879	-3.46069185260204	0.00348487914013956	0.0169950709675619	-2.53872051354341	RMND5A_control-RMND5A_knockout	0.954909695683206
SLC30A1	Q9Y6M5	0.62229807484719	26.0928952440313	3.45559340675348	0.00352156655830997	0.0171454442739214	-2.54909093879622	RMND5A_control-RMND5A_knockout	0.62229807484719
BLVRB	P30043	1.278914832009	27.8000957775317	3.42953606772739	0.0037151870165299	0.0178605380203855	-2.60206667124862	RMND5A_control-RMND5A_knockout	1.278914832009
VWA8	A3KMH1	4.15864987061682	23.6740208242823	3.41617349465964	0.00381856808304604	0.0182775470118783	-2.62921586818178	RMND5A_control-RMND5A_knockout	4.15864987061682
GNAQ	P50148	-0.891998299990568	25.8735109311737	-3.39984625815316	0.00394879268112037	0.0187991130127711	-2.66237149867826	RMND5A_control-RMND5A_knockout	0.891998299990568
TMEM214	Q6NUQ4	0.696489974381205	26.2731085798945	3.39680742307118	0.0039735150061172	0.0188854785688253	-2.66854032185898	RMND5A_control-RMND5A_knockout	0.696489974381205
ITGA1	P56199	-0.743360205355778	26.6285393765124	-3.38602004890673	0.00406252911686801	0.0192668677166952	-2.69043312321034	RMND5A_control-RMND5A_knockout	0.743360205355778
SLC39A10	Q9ULF5	4.55542150551794	22.0060149929011	3.38504235814167	0.00407069438429365	0.0192951792066735	-2.6924168991198	RMND5A_control-RMND5A_knockout	4.55542150551794
CD59	P13987	0.986859601056409	31.0121313292986	3.3572277534592	0.00430997305101697	0.0201790320577182	-2.74882281338097	RMND5A_control-RMND5A_knockout	0.986859601056409
GOLM1	Q8NBJ4	-0.596040933148398	26.0666954385611	-3.34295131895454	0.00443818065844312	0.0206801334180266	-2.77775015392625	RMND5A_control-RMND5A_knockout	0.596040933148398
AGTRAP	Q6RW13	3.08519984385182	22.6433098869518	3.33655164155341	0.00449687853129708	0.0208982382512103	-2.79071183202918	RMND5A_control-RMND5A_knockout	3.08519984385182
MT1E	P04732	-3.13028089438132	24.8644091529403	-3.32490091736407	0.00460573067845653	0.0212915103641641	-2.81429975788362	RMND5A_control-RMND5A_knockout	3.13028089438132
MEST	Q5EB52	2.62876709245064	21.8539007565135	3.28335706383782	0.00501565373727052	0.022673644569513	-2.89830954205136	RMND5A_control-RMND5A_knockout	2.62876709245064
FSTL3	O95633	3.15507422710824	22.8152279178157	3.22686850487574	0.00563177231387131	0.0247212862608896	-3.01227013523038	RMND5A_control-RMND5A_knockout	3.15507422710824
THG1L	Q9NWX6	-0.804487656134516	26.2017068097899	-3.22032573754834	0.00570781934996928	0.0249926838303588	-3.02544792196126	RMND5A_control-RMND5A_knockout	0.804487656134516
SIRT1	Q96EB6	-3.93151567764124	21.9052827078318	-3.21311385363659	0.00579282356714018	0.0253018556202922	-3.03996791515824	RMND5A_control-RMND5A_knockout	3.93151567764124
NEDD1	Q8NHV4	-0.631476348614623	25.1116220996245	-3.21028013935368	0.00582656600579527	0.0253735689092809	-3.04567156845896	RMND5A_control-RMND5A_knockout	0.631476348614623
NIPSNAP3A	Q9UFN0	-2.67259969075102	23.1603321793785	-3.1862253790799	0.0061209531567683	0.0263433246399343	-3.09405178187681	RMND5A_control-RMND5A_knockout	2.67259969075102
KIF20A	O95235	-0.639089144021757	25.8221537242125	-3.17583615182865	0.00625260917776281	0.0267386518025205	-3.114926288786	RMND5A_control-RMND5A_knockout	0.639089144021757
EEF1A2	Q05639	1.0481879123078	28.936475623097	3.1649213696044	0.00639394442757064	0.0272238292778541	-3.13684281674995	RMND5A_control-RMND5A_knockout	1.0481879123078
TRMT61B	Q9BVS5	3.15592887106896	22.0816686228533	3.16142817797518	0.00643984185923515	0.0273662138582971	-3.14385396616225	RMND5A_control-RMND5A_knockout	3.15592887106896
NT5C	Q8TCD5	3.11239309885764	24.1902178673865	3.14752347273729	0.0066257894098087	0.0279805080890912	-3.17174696365825	RMND5A_control-RMND5A_knockout	3.11239309885764
FKBP9	O95302	0.619494620384355	27.489999702111	3.11819106641421	0.00703563120944977	0.0293864672379489	-3.23050723230835	RMND5A_control-RMND5A_knockout	0.619494620384355
KNL1	Q8NG31	-2.88342736252681	22.0522352055783	-3.11373922765193	0.00709998421135395	0.0296130333409485	-3.23941553083752	RMND5A_control-RMND5A_knockout	2.88342736252681
ABI1	Q8IZP0	-0.603422511817755	26.6496536786927	-3.09420390705471	0.00738931069227962	0.0305730990413151	-3.27847473867595	RMND5A_control-RMND5A_knockout	0.603422511817755
TAGLN	Q01995	-0.726156204590502	32.8554686576931	-3.08440441739639	0.00753879475113181	0.0310308797531365	-3.29804814829639	RMND5A_control-RMND5A_knockout	0.726156204590502
ITSN1	Q15811	-5.47282837587876	23.3526689062073	-3.07976756676097	0.00761056180992082	0.0312384947153592	-3.30730504236025	RMND5A_control-RMND5A_knockout	5.47282837587876
CDA	P32320	-0.99216498420984	27.9407674069603	-3.07579386214654	0.00767260051894305	0.0314197639144788	-3.31523561644779	RMND5A_control-RMND5A_knockout	0.99216498420984
COX6B1	P14854	0.874369211441991	27.7017722536392	3.07078886383152	0.00775144966942597	0.0316612272647168	-3.32522119068675	RMND5A_control-RMND5A_knockout	0.874369211441991
GRN	P28799	-0.667213495133499	25.6279721781686	-3.060057261858	0.00792321696033357	0.0321761694304119	-3.34661980229049	RMND5A_control-RMND5A_knockout	0.667213495133499
RSF1	Q96T23	-0.792786559733223	25.9189968096358	-3.04070603205588	0.00824247121947138	0.0331496276808545	-3.38516282245836	RMND5A_control-RMND5A_knockout	0.792786559733223
ADAM10	O14672	-1.27730677540875	25.7155075482942	-3.02983205330155	0.00842738932158911	0.0336942208180733	-3.40679638355087	RMND5A_control-RMND5A_knockout	1.27730677540875
ZNF609	O15014	-2.45676698088969	22.5311186026727	-3.01875575207341	0.00861994148429612	0.0342304770736531	-3.42881370382887	RMND5A_control-RMND5A_knockout	2.45676698088969
VRK1	Q99986	-0.776561699156833	26.0456019957892	-3.0061628880554	0.00884411401155339	0.0348998984883391	-3.45382220814411	RMND5A_control-RMND5A_knockout	0.776561699156833
TBC1D22A	Q8WUA7	-0.876678995075046	24.5858703457354	-3.00348620096624	0.00889249620450726	0.0350214423556481	-3.45913465657596	RMND5A_control-RMND5A_knockout	0.876678995075046
KYAT1	Q16773	-3.7447070163405	22.8341699307603	-3.00335686282287	0.00889484061650051	0.0350214423556481	-3.45939132617889	RMND5A_control-RMND5A_knockout	3.7447070163405
QSER1	Q2KHR3	-0.704017811503267	25.121479370774	-2.99509505278364	0.00904586055543524	0.0355058870415974	-3.47578116542482	RMND5A_control-RMND5A_knockout	0.704017811503267
ACTG2	P63267	-1.09701073030141	37.1333242988973	-2.99507863934216	0.0090461630730697	0.0355058870415974	-3.47581371550954	RMND5A_control-RMND5A_knockout	1.09701073030141
NEK6	Q9HC98	-3.98440705904236	22.7012315678638	-2.98571664222198	0.00922034328265607	0.0361250007882218	-3.49437264168187	RMND5A_control-RMND5A_knockout	3.98440705904236
CPPED1	Q9BRF8	-1.02224589614331	25.9740817686403	-2.98356481083736	0.00926084106153202	0.0362285280367103	-3.49863632416639	RMND5A_control-RMND5A_knockout	1.02224589614331
PXN	P49023	-0.65051519989623	27.9643142504612	-2.97270715572798	0.0094678607154109	0.0369033448604673	-3.52013814056134	RMND5A_control-RMND5A_knockout	0.65051519989623
MALSU1	Q96EH3	3.03253658617843	22.8695545333558	2.9370927289163	0.0101792679435417	0.0390976427831489	-3.59052547344256	RMND5A_control-RMND5A_knockout	3.03253658617843
MICALL1	Q8N3F8	-0.657570433950287	26.8342130813073	-2.93054727378641	0.0103155946510622	0.0395176311218546	-3.60343754933543	RMND5A_control-RMND5A_knockout	0.657570433950287
ERCC2	P18074	-4.35846742879433	24.0841508773195	-2.92336945991442	0.0104671464789848	0.0399783914187134	-3.61758822685685	RMND5A_control-RMND5A_knockout	4.35846742879433
MYO6	Q9UM54	-2.57184906163602	21.8235055554423	-2.92164670208703	0.0105038436155533	0.040081536123961	-3.62098316594884	RMND5A_control-RMND5A_knockout	2.57184906163602
ATP5IF1	Q9UII2	1.11499620397889	24.6517199908531	2.90625368298063	0.0108373712256746	0.0410043710327658	-3.65129320096869	RMND5A_control-RMND5A_knockout	1.11499620397889
AKT1	P31749	-3.11512181679202	22.8777234503207	-2.90504882548482	0.0108639101073365	0.0410180209647604	-3.6536638127052	RMND5A_control-RMND5A_knockout	3.11512181679202
PHF14	O94880	-3.29339551334218	22.7412299528071	-2.90444226282573	0.010877294634885	0.0410432225209831	-3.65485715002911	RMND5A_control-RMND5A_knockout	3.29339551334218
PIN4	Q9Y237	-5.35681697634013	23.6560394903108	-2.89268287717494	0.0111399872196557	0.0418368408915958	-3.67797867973902	RMND5A_control-RMND5A_knockout	5.35681697634013
SETD7	Q8WTS6	1.01487384298498	26.8173095395583	2.88618962522964	0.011287685396724	0.0421752462867391	-3.69073464228907	RMND5A_control-RMND5A_knockout	1.01487384298498
UBE2G2	P60604	0.606985834401709	26.8461598155274	2.8773776601017	0.0114911880939778	0.0428082072784556	-3.70803280562686	RMND5A_control-RMND5A_knockout	0.606985834401709
PTPN2	P17706	-2.93456619834236	24.0419001785036	-2.87520268610436	0.0115419652625303	0.0429791486131849	-3.71230004336379	RMND5A_control-RMND5A_knockout	2.93456619834236
MPHOSPH10	O00566	0.657352907742293	26.0963540455646	2.85470629010615	0.0120313552408568	0.0444525450913157	-3.7524679313561	RMND5A_control-RMND5A_knockout	0.657352907742293
FHL1	Q13642	0.625687659306596	26.996338003268	2.84415453661643	0.012291129134616	0.0451376693836212	-3.77311422596687	RMND5A_control-RMND5A_knockout	0.625687659306596
TXNRD2	Q9NNW7	0.887376004888662	25.1634864424665	2.84309057765258	0.0123176241324092	0.0451971945200885	-3.77519479645551	RMND5A_control-RMND5A_knockout	0.887376004888662
LSM12	Q3MHD2	0.930959834374541	27.6685422186595	2.83015414422315	0.012644255213819	0.0461069356095609	-3.80047351994034	RMND5A_control-RMND5A_knockout	0.930959834374541
TACC1	O75410	-0.725346605784157	25.4778832816573	-2.81780807518456	0.0129638366026817	0.0469992558021315	-3.82456644371121	RMND5A_control-RMND5A_knockout	0.725346605784157
SLC25A17	O43808	3.142690353258	22.313430195773	2.81431663601432	0.0130556302417833	0.0472346144770654	-3.83137409095481	RMND5A_control-RMND5A_knockout	3.142690353258
AP1S2	P56377	-3.48988849419884	23.2151626979855	-2.79346691429403	0.0136170936140516	0.0488038412236073	-3.87197325063904	RMND5A_control-RMND5A_knockout	3.48988849419884
SLC4A2	P04920	4.14320084685973	23.6329704131557	2.79264767494371	0.0136396275319795	0.0488447623272356	-3.87356659157354	RMND5A_control-RMND5A_knockout	4.14320084685973
SERPINB5	P36952	1.72989798756969	29.8382623635039	29.809797159071	8.68524727094045e-15	7.63259530170246e-11	23.0638590955692	MAEA_control-MAEA_knockout	1.72989798756969
VCP	P55072	0.851205802991956	31.4247734104751	21.5109128750135	1.05216134251115e-12	3.183461147339e-09	19.1258290478847	MAEA_control-MAEA_knockout	0.851205802991956
CKAP4	Q07065	-1.23085126420426	29.8240667039714	-18.3814904403092	1.03014303881392e-11	1.50881617084945e-08	17.0763841892271	MAEA_control-MAEA_knockout	1.23085126420426
NUDT5	Q9UKK9	0.983636522932386	29.1472420961879	17.559686481119	1.99054731263361e-11	2.11376399948184e-08	16.4679477772172	MAEA_control-MAEA_knockout	0.983636522932386
RDX	P35241	1.15312017840003	29.4883320770302	17.4574651871301	2.16475603042063e-11	2.11376399948184e-08	16.3899686714706	MAEA_control-MAEA_knockout	1.15312017840003
ASPH	Q12797	1.46009514165793	29.907883067478	16.6840306050907	4.14535434957337e-11	2.97434790841049e-08	15.782594598018	MAEA_control-MAEA_knockout	1.46009514165793
GDA	Q9Y2T3	-2.33501039456777	27.6764962532214	-16.0976160705685	6.9101199806969e-11	4.33758102788317e-08	15.30067471095	MAEA_control-MAEA_knockout	2.33501039456777
NOSIP	Q9Y314	-1.02488055258042	28.2039913230613	-15.7020148882808	9.84769366240202e-11	5.3873545763108e-08	14.964533365072	MAEA_control-MAEA_knockout	1.02488055258042
STOML2	Q9UJZ1	0.868770509874825	29.582940616676	15.5360136129347	1.14531638517681e-10	5.53875708385624e-08	14.8207340812392	MAEA_control-MAEA_knockout	0.868770509874825
ACLY	P53396	0.929403478848698	31.1859892918245	14.9410971482912	1.9916749273489e-10	7.00113570461684e-08	14.291517437311	MAEA_control-MAEA_knockout	0.929403478848698
EPPK1	P58107	2.59110449747363	30.1065982241188	14.1165819787316	4.43167314964745e-10	1.39091227282507e-07	13.5202241096169	MAEA_control-MAEA_knockout	2.59110449747363
NHERF1	O14745	1.74286666053301	28.6179174707652	14.0630656284921	4.67433310079269e-10	1.41648411344021e-07	13.4685650616773	MAEA_control-MAEA_knockout	1.74286666053301
OXCT1	P55809	0.813472872599377	30.1748790569804	13.9663793243057	5.14922583589621e-10	1.49870638168196e-07	13.3747238228995	MAEA_control-MAEA_knockout	0.813472872599377
GSN	P06396	2.34369626759737	28.6004430508734	13.4030840284776	9.15540430738883e-10	2.06301777059828e-07	12.8146037793061	MAEA_control-MAEA_knockout	2.34369626759737
DPM1	O60762	0.848138340732383	27.2773844595993	12.9323246204097	1.50503483634744e-09	3.03975768995811e-07	12.3282329647006	MAEA_control-MAEA_knockout	0.848138340732383
AKR1C2	P52895	4.10727953263276	31.1210839606283	12.7490229431375	1.83402353127086e-09	3.34197074960834e-07	12.1341549178722	MAEA_control-MAEA_knockout	4.10727953263276
TOX4	O94842	-6.79418270562387	24.8176168064593	-12.5691176050345	2.23196965109909e-09	3.80431903470682e-07	11.9410346173332	MAEA_control-MAEA_knockout	6.79418270562387
YWHAZ	P63104	0.918328915614822	32.8781430989672	12.1752015890561	3.45973687923658e-09	5.33406450784755e-07	11.5088022610824	MAEA_control-MAEA_knockout	0.918328915614822
AAMP	Q13685	-1.35171031729176	27.2318465733161	-12.1339718795912	3.6246094274643e-09	5.39882502517903e-07	11.4628006669207	MAEA_control-MAEA_knockout	1.35171031729176
EPHX1	P07099	1.57021256533921	29.2323329362759	11.4292003057197	8.20154308203375e-09	1.01514310711144e-06	10.6531904317931	MAEA_control-MAEA_knockout	1.57021256533921
AKR1C3	P42330	2.74173621312555	30.5465694664145	11.2988764668557	9.58096540168848e-09	1.15339073904162e-06	10.4985055834963	MAEA_control-MAEA_knockout	2.74173621312555
MYH10	P35580	-1.42900214326596	28.9770889445467	-11.1321849121302	1.17133146244244e-08	1.38204180359201e-06	10.298307225728	MAEA_control-MAEA_knockout	1.42900214326596
ATP1B1	P05026	0.661675895881565	28.522181311267	10.9726595316997	1.42291833464651e-08	1.60315465703507e-06	10.1042059755231	MAEA_control-MAEA_knockout	0.661675895881565
CYB5R1	Q9UHQ9	0.966587314132191	26.9554194538225	10.895579329216	1.56443938764582e-08	1.72581236247012e-06	10.0095266139021	MAEA_control-MAEA_knockout	0.966587314132191
PRDX5	P30044	0.822509897067679	31.0831744337761	10.8781246335157	1.59851076894856e-08	1.73428551080493e-06	9.98800509502793	MAEA_control-MAEA_knockout	0.822509897067679
BCAT1	P54687	-1.16419373729133	28.2204337256979	-10.7073372402504	1.97650429823198e-08	2.01971160149566e-06	9.77582154090153	MAEA_control-MAEA_knockout	1.16419373729133
EGFR	P00533	-1.08646738305786	27.7224067795217	-10.6724519772094	2.0647560198028e-08	2.08564090827897e-06	9.73211975034624	MAEA_control-MAEA_knockout	1.08646738305786
PITRM1	Q5JRX3	0.938576510031613	27.0233188782061	10.623509932324	2.19566368009171e-08	2.19266959325522e-06	9.67060032315083	MAEA_control-MAEA_knockout	0.938576510031613
ATP6V1A	P38606	0.735573260078546	28.4013306115565	10.5575920072526	2.38602485547085e-08	2.35599847526717e-06	9.58735595198493	MAEA_control-MAEA_knockout	0.735573260078546
TNFAIP8	O95379	1.37096047100501	26.8000676899874	10.5160451547672	2.51491955258368e-08	2.40229489435928e-06	9.53465932473748	MAEA_control-MAEA_knockout	1.37096047100501
HTATIP2	Q9BUP3	1.06997273528537	28.1348134309096	10.4983136954823	2.57215446395243e-08	2.43054768056064e-06	9.51211512641111	MAEA_control-MAEA_knockout	1.06997273528537
CTBP2	P56545	-0.669913528670477	28.9562923164575	-10.4168959183432	2.85322796553992e-08	2.61189243345467e-06	9.40818012399118	MAEA_control-MAEA_knockout	0.669913528670477
ATAD1	Q8NBU5	0.844719026868788	27.236770221592	10.401838597674	2.90867916183334e-08	2.63520334785478e-06	9.38888286555068	MAEA_control-MAEA_knockout	0.844719026868788
RAB2A	P61019	0.665732228742716	29.1587938847327	10.3561223005436	3.08413504311116e-08	2.76565089376131e-06	9.33014808677089	MAEA_control-MAEA_knockout	0.665732228742716
